Power Word: Shiled,2
Northshire Cleric,2
Twilight Whelp,2
Zombie Chow,2
Shrinkmeister,1
Wyrmrest Agent,2
Shadow Word: Death,2
Velen's Chosen,2
Dark Cultist,2
Twilight Guardian,2
Holy Nova,2
Azure Drake,2
Blackwing Corruptor,2
Lightbomb,1
Cabal Shadow Priest,2
Dr. Boom,1
Ysera,1
