Abusive Sergeant,2
Leper Gnome,2
Worgen Infiltrator,2
Glaivezooka,1
Bear Trap,1
Explosive Trap,1
Quick Shot,2
Haunted Creeper,2
Ironbeak Owl,1
Knife Juggler,2
Mad Scientist,2
Eaglehorn Bow,2
Animal Companion,2
Kill Command,2
Unleash the Hounds,2
Arcane Golem,2
Argent Horserider,1
Leeroy Jenkins,1
