Power Overwhelming,2
Abusive Sergeant,2
Flame Imp,2
Voidwalker,2
Dark Peddler,2
Dire Wolf Alpha,1
Haunted Creeper,2
Knife Juggler,2
Nerubian Egg,2
Imp Gang Boss,2
Void Terror,2
Imp-losion,2
Dark Iron Dwarf,1
Defender of Argus,2
Bane of Doom,1
Doomguard,1
