Murloc Tinyfin,2
Wisp,1
Abusive Sergeant,2
Argent Squire,2
Reliquary Seeker,2
Voidwalker,2
Dark Peddler,2
Echoing Ooze,2
Haunted Creeper,2
Knife Juggler,2
Hobgoblin,2
Imp Gang Boss,2
Imp-losion,2
Defender of Argus,2
Gormok the Impaler,1
Sea Giant,2
