Arcane Missiles,2
Ice Lance,2
Leper Gnome,2
Mana Wyrm,2
Bloodmage Thalnos,1
Frostbolt,2
Loot Hoarder,2
Mad Bomber,2
Mad Scientist,2
Acolyte of Pain,1
Arcane Intellect,2
Coldlight Oracle,2
Forgotten Torch,2
Frost Nova,2
Ice Block,2
Fireball,2
