Zombie Chow,2
Equality,1
Ironbeak Owl,1
Knife Juggler,2
Shielded Minibot,2
Coghammer,1
Muster for Battle,2
Aldor Peacekeeper,2
Big Game Hunter,1
Truesilver Champion,1
Consecration,2
Keeper of Uldaman,2
Piloted Shredder,2
Antique Healbot,1
Loatheb,1
Quartermaster,1
Sludge Belcher,2
Justicar Trueheart,1
Dr. Boom,1
Lay on Hands,1
Tirion Fordring,1
