Abusive Sergeant,2
Leper Gnome,2
Worgen Inflitrator,2
Glaivezooka,1
Explosive Trap,1
Freezing Trap,1
Quick Shot,2
Haunted Creeper,2
Ironbeak Owl,1
Knife Juggler,2
Mad Scientist,2
Eaglehorn Bow,1
Animal Companion,2
Kill Command,2
Uleash te Hounds,2
Argent Horserider,1
Piloted Shredder,2
Loatheb,1
Savannah Highmare,2
